dataset,#TrainingRelease,%training,%Defective in training,%Defective in testing,classifier,balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.92480612545401,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.7844311377245509,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.92480612545401,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,49.0,4.0,163.0,12.0,0.9314285714285714,0.9760479041916168,0.9444389908707176,0.8131721806821673
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,61.0,167.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,61.0,165.0,2.0,0.0,1.0,0.011976047904191617,0.9465986060665554,0.00644411578280162
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,52.0,94.0,73.0,9.0,0.8902439024390244,0.437125748502994,0.8454402670069696,0.2007895453307923
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,61.0,167.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,61.0,167.0,0.0,0.0,NaN,0.0,0.8454402670069696,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.92480612545401,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.7844311377245509,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.92480612545401,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,49.0,4.0,163.0,12.0,0.9314285714285714,0.9760479041916168,0.9444389908707176,0.8131721806821673
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,61.0,167.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,61.0,165.0,2.0,0.0,1.0,0.011976047904191617,0.9465986060665554,0.00644411578280162
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,52.0,94.0,73.0,9.0,0.8902439024390244,0.437125748502994,0.8454402670069696,0.2007895453307923
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,61.0,167.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,61.0,167.0,0.0,0.0,NaN,0.0,0.8454402670069696,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.92480612545401,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.7844311377245509,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.92480612545401,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,49.0,4.0,163.0,12.0,0.9314285714285714,0.9760479041916168,0.9444389908707176,0.8131721806821673
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,61.0,167.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,61.0,165.0,2.0,0.0,1.0,0.011976047904191617,0.9465986060665554,0.00644411578280162
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,52.0,94.0,73.0,9.0,0.8902439024390244,0.437125748502994,0.8454402670069696,0.2007895453307923
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,61.0,167.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,61.0,167.0,0.0,0.0,NaN,0.0,0.8454402670069696,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.92480612545401,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.7844311377245509,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.92480612545401,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,49.0,4.0,163.0,12.0,0.9314285714285714,0.9760479041916168,0.9444389908707176,0.8131721806821673
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,61.0,167.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,61.0,165.0,2.0,0.0,1.0,0.011976047904191617,0.9465986060665554,0.00644411578280162
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,52.0,94.0,73.0,9.0,0.8902439024390244,0.437125748502994,0.8454402670069696,0.2007895453307923
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,61.0,167.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,61.0,167.0,0.0,0.0,NaN,0.0,0.8454402670069696,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.92480612545401,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.7844311377245509,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,61.0,72.0,95.0,0.0,1.0,0.5688622754491018,0.92480612545401,0.41383989145183175
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,49.0,4.0,163.0,12.0,0.9314285714285714,0.9760479041916168,0.9444389908707176,0.8131721806821673
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,61.0,167.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,1,2.4125,27.46114,26.754387,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,61.0,165.0,2.0,0.0,1.0,0.011976047904191617,0.9465986060665554,0.00644411578280162
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.789775441949355,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.7895365504061156,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7109412326803631,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7740086000955566,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,40.0,102.0,80.0,6.0,0.9302325581395349,0.43956043956043955,0.7830864787386527,0.17369127516778524
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.789775441949355,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.7895365504061156,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7109412326803631,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7740086000955566,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,40.0,102.0,80.0,6.0,0.9302325581395349,0.43956043956043955,0.7830864787386527,0.17369127516778524
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.789775441949355,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.7895365504061156,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7109412326803631,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7740086000955566,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,40.0,102.0,80.0,6.0,0.9302325581395349,0.43956043956043955,0.7830864787386527,0.17369127516778524
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.789775441949355,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.7895365504061156,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7109412326803631,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7740086000955566,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,40.0,102.0,80.0,6.0,0.9302325581395349,0.43956043956043955,0.7830864787386527,0.17369127516778524
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.789775441949355,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.7895365504061156,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7109412326803631,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7740086000955566,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,40.0,102.0,80.0,6.0,0.9302325581395349,0.43956043956043955,0.7830864787386527,0.17369127516778524
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.789775441949355,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.7895365504061156,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7109412326803631,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7740086000955566,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,40.0,102.0,80.0,6.0,0.9302325581395349,0.43956043956043955,0.7830864787386527,0.17369127516778524
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.789775441949355,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.7895365504061156,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7109412326803631,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7740086000955566,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,40.0,102.0,80.0,6.0,0.9302325581395349,0.43956043956043955,0.7830864787386527,0.17369127516778524
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.789775441949355,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,46.0,182.0,0.0,0.0,NaN,0.0,0.7895365504061156,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7109412326803631,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7449832775919732,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,28.0,34.0,148.0,18.0,0.891566265060241,0.8131868131868132,0.7740086000955566,0.3733615221987313
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,46.0,182.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,2,5.2625,27.078384,20.175438,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,40.0,102.0,80.0,6.0,0.9302325581395349,0.43956043956043955,0.7830864787386527,0.17369127516778524
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,34.0,34.0,185.0,25.0,0.8809523809523809,0.8447488584474886,0.7812475814565436,0.39879774210101887
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,55.0,198.0,21.0,4.0,0.84,0.0958904109589041,0.5140469003947062,0.012763264301536514
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,53.0,188.0,31.0,6.0,0.8378378378378378,0.1415525114155251,0.770296416686015,0.018740220515992917
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,37.0,28.0,191.0,22.0,0.8967136150234741,0.8721461187214612,0.8298119340608312,0.48138198641892394
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.7629827412738952,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.8298119340608312,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,36.0,23.0,196.0,23.0,0.8949771689497716,0.8949771689497716,0.8384799938085288,0.5051466604751955
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,59.0,219.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,52.0,86.0,133.0,7.0,0.95,0.6073059360730594,0.8385573871991332,0.3281534223792942
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,34.0,34.0,185.0,25.0,0.8809523809523809,0.8447488584474886,0.7812475814565436,0.39879774210101887
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,55.0,198.0,21.0,4.0,0.84,0.0958904109589041,0.5140469003947062,0.012763264301536514
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,53.0,188.0,31.0,6.0,0.8378378378378378,0.1415525114155251,0.770296416686015,0.018740220515992917
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,37.0,28.0,191.0,22.0,0.8967136150234741,0.8721461187214612,0.8298119340608312,0.48138198641892394
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.7629827412738952,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.8298119340608312,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,36.0,23.0,196.0,23.0,0.8949771689497716,0.8949771689497716,0.8384799938085288,0.5051466604751955
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,59.0,219.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,52.0,86.0,133.0,7.0,0.95,0.6073059360730594,0.8385573871991332,0.3281534223792942
